ISIN,NSE_SYMBOL,NAME,TIER,SIGNALS_FIRED,COMPOSITE_BALANCED,SECTOR_PHASE,MARKET_STATE
INE476A01022,CANBK,CANARA BANK,WATCHLIST_EXTERNAL,3.0,36,TOPPING,BEAR
INE477A01020,CANFINHOME,CAN FIN HOMES,WATCHLIST_CONFIRMED,3.0,48,LATE_CYCLE,BEAR
INE068L01024,CANTABIL,CANTABIL RETAIL,WATCHLIST_CONFIRMED,4.0,44,CORRECTION,BEAR
INE264T01014,CAPACITE,CAPACIT'E INFRA.,WATCHLIST_EXTERNAL,2.0,39,TOPPING,BEAR
INE646H01017,CAPITALSFB,CAPITAL SMALL,WATCHLIST_EXTERNAL,1.0,35,TOPPING,BEAR
INE475E01026,CAPLIPOINT,CAPLIN POINT LAB,WATCHLIST_CONFIRMED,4.0,43,CORRECTION,BEAR
INE752H01013,CARERATING,CARE RATINGS,WATCHLIST_CONFIRMED,3.0,42,CORRECTION,BEAR
INE0V7W01012,CARRARO,CARRARO INDIA,WATCHLIST_EXTERNAL,1.0,32,CORRECTION,BEAR
INE290S01011,CARTRADE,CARTRADE TECH,WATCHLIST_EXTERNAL,5.0,37,CORRECTION,BEAR
INE172A01027,CASTROLIND,CASTROL INDIA,WATCHLIST_CONFIRMED,4.0,45,CORRECTION,BEAR
INE483S01020,CCAVENUE,AVENUESAI,WATCHLIST_CONFIRMED,4.0,50,LATE_CYCLE,BEAR
INE429I01024,CCCL,C C C L,WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE421D01022,CCL,CCL PRODUCTS,WATCHLIST_EXTERNAL,2.0,37,CORRECTION,BEAR
INE736A01011,CDSL,C D S L,WATCHLIST_EXTERNAL,2.0,40,CORRECTION,BEAR
INE482A01020,CEATLTD,CEAT,WATCHLIST_EXTERNAL,4.0,38,CORRECTION,BEAR
INE11J101017,CEDAAR,CEDAAR TEXTILE,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE0AG901020,CEIGALL,CEIGALL INDIA,WATCHLIST_EXTERNAL,3.0,35,TOPPING,BEAR
INE016Q01014,CEINSYS,CEINSYS TECH,WATCHLIST_EXTERNAL,1.0,36,CORRECTION,BEAR
INE0OMO01025,CELLECOR,CELLECOR GADGETS,WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE0LMW01024,CELLO,CELLO WORLD,WATCHLIST_CONFIRMED,2.0,42,CORRECTION,BEAR
INE686A01026,CEMPRO,CEMINDIA PROJECT,WATCHLIST_EXTERNAL,2.0,38,TOPPING,BEAR
INE281A01026,CENTEXT,CENTURY EXTRUS.,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE483A01010,CENTRALBK,CENTRAL BANK,WATCHLIST_EXTERNAL,2.0,28,TOPPING,BEAR
INE320B01020,CENTUM,CENTUM ELECTRON,WATCHLIST_EXTERNAL,2.0,34,CORRECTION,BEAR
INE739E01017,CERA,CERA SANITARY.,WATCHLIST_EXTERNAL,2.0,34,CORRECTION,BEAR
INE037Z01029,CEWATER,CONCORD ENVIRO,WATCHLIST_EXTERNAL,2.0,41,CORRECTION,BEAR
INE180C01042,CGCL,CAPRI GLOBAL,WATCHLIST_CONFIRMED,3.0,44,LATE_CYCLE,BEAR
INE067A01029,CGPOWER,CG POWER & IND,WATCHLIST_EXTERNAL,2.0,31,CORRECTION,BEAR
INE0R7401011,CGRAPHICS,CREATIVE GRAPHIC,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE427F01016,CHALET,CHALET HOTELS,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE11HG01018,CHAMUNDA,CHAMUNDA ELE.,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE0B2N01016,CHANDAN,CHANDAN HEALTHCA,WATCHLIST_EXTERNAL,1.0,31,LATE_CYCLE,BEAR
INE0TGX01019,CHEMBONDCH,CHEMBOND CHEMIC.,WATCHLIST_EXTERNAL,3.0,37,CORRECTION,BEAR
INE0U1T01012,CHETANA,CHETANA EDUCA.,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE102B01014,CHOICEIN,CHOICE INTL.,WATCHLIST_CONFIRMED,4.0,43,LATE_CYCLE,BEAR
INE121A01024,CHOLAFIN,CHOLAMAN.INV.&FN,WATCHLIST_CONFIRMED,3.0,44,LATE_CYCLE,BEAR
INE149A01033,CHOLAHLDNG,CHOLA FINANCIAL,WATCHLIST_CONFIRMED,3.0,48,LATE_CYCLE,BEAR
INE536H01010,CIEINDIA,CIE AUTOMOTIVE,WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE675C01017,CIGNITITEC,CIGNITI TECH.,WATCHLIST_CONFIRMED,2.0,44,CORRECTION,BEAR
INE059A01026,CIPLA,CIPLA,WATCHLIST_EXTERNAL,3.0,33,CORRECTION,BEAR
INE0SMX01019,CKKRETAIL,C K K RETAIL,WATCHLIST_EXTERNAL,1.0,29,CORRECTION,BEAR
INE0UQ601012,CLASSICEIL,CLASSIC ELECTROD,WATCHLIST_EXTERNAL,4.0,34,CORRECTION,BEAR
INE227W01023,CLEAN,CLEAN SCIENCE,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE419D01026,CLSEL,CHAMANLAL SETIA,WATCHLIST_CONFIRMED,3.0,45,CORRECTION,BEAR
INE925R01014,CMSINFO,CMS INFO SYSTEMS,WATCHLIST_CONFIRMED,3.0,43,CORRECTION,BEAR
INE985W01018,CNL,CREATIVE NEWTECH,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE522F01014,COALINDIA,COAL INDIA,WATCHLIST_EXTERNAL,4.0,35,MID_CYCLE,BEAR
INE704P01025,COCHINSHIP,COCHIN SHIPYARD,WATCHLIST_EXTERNAL,3.0,37,CORRECTION,BEAR
INE335K01011,COFFEEDAY,COFFEE DAY ENTER,WATCHLIST_EXTERNAL,2.0,31,CORRECTION,BEAR
INE591G01025,COFORGE,COFORGE,WATCHLIST_EXTERNAL,3.0,33,CORRECTION,BEAR
INE259A01022,COLPAL,COLGATE-PALMOLIV,WATCHLIST_EXTERNAL,2.0,32,CORRECTION,BEAR
INE597Z01014,COMMITTED,COMMITTED CARGO,WATCHLIST_EXTERNAL,4.0,40,CORRECTION,BEAR
INE338H01029,CONCORDBIO,CONCORD BIOTECH,WATCHLIST_EXTERNAL,3.0,38,CORRECTION,BEAR
INE0EAS01014,CONNPLEX,CONNPLEX CINEMAS,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE025A01027,CONSOFINVT,CONS. FINVEST,WATCHLIST_CONFIRMED,3.0,50,LATE_CYCLE,BEAR
INE663B01015,CONTROLPR,CONTROL PRINT,WATCHLIST_CONFIRMED,2.0,44,BASING,BEAR
INE0HS001028,COOLCAPS,COOL CAPS,WATCHLIST_EXTERNAL,1.0,37,CORRECTION,BEAR
INE792I01017,CORDSCABLE,CORDS CABLE,WATCHLIST_CONFIRMED,2.0,47,CORRECTION,BEAR
INE521J01018,CPCAP,CP CAPITAL,WATCHLIST_CONFIRMED,2.0,44,LATE_CYCLE,BEAR
INE0P6P01016,CPEDU,CAREER POINT EDU,WATCHLIST_CONFIRMED,2.0,46,BASING,BEAR
INE819V01029,CPPLUS,ADITYA INFOTECH,WATCHLIST_EXTERNAL,4.0,34,CORRECTION,BEAR
INE00LO01017,CRAFTSMAN,CRAFTSMAN AUTO,WATCHLIST_EXTERNAL,3.0,33,CORRECTION,BEAR
INE218I01013,CRAMC,CANARA ROBECO,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE741K01010,CREDITACC,CREDITACC. GRAM.,WATCHLIST_EXTERNAL,1.0,37,LATE_CYCLE,BEAR
INE559D01011,CREST,CREST VENTURES,WATCHLIST_CONFIRMED,2.0,45,LATE_CYCLE,BEAR
INE007A01025,CRISIL,CRISIL,WATCHLIST_CONFIRMED,4.0,53,LATE_CYCLE,BEAR
INE0S4R01014,CRIZAC,CRIZAC,WATCHLIST_CONFIRMED,3.0,48,CORRECTION,BEAR
INE491V01019,CROWN,CROWN LIFTERS,WATCHLIST_EXTERNAL,2.0,31,CORRECTION,BEAR
INE679A01013,CSBBANK,CSB BANK,WATCHLIST_EXTERNAL,1.0,34,TOPPING,BEAR
INE718F01018,CSLFINANCE,CSL FINANCE,STRONG,5.0,62,LATE_CYCLE,BEAR
INE1EF801010,CSSL,CLEAR SECURED,WATCHLIST_EXTERNAL,2.0,30,CORRECTION,BEAR
INE491A01021,CUB,CITY UNION BANK,WATCHLIST_EXTERNAL,4.0,31,TOPPING,BEAR
INE144D01012,CUBEXTUB,CUBEX TUBINGS,WATCHLIST_CONFIRMED,2.0,47,CORRECTION,BEAR
INE0WL201014,CUDML,CASH UR DRIVE,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE298A01020,CUMMINSIND,CUMMINS INDIA,WATCHLIST_EXTERNAL,3.0,36,CORRECTION,BEAR
INE509F01029,CUPID,CUPID,WATCHLIST_EXTERNAL,6.0,36,CORRECTION,BEAR
INE1BZN01016,CURIS,CURIS LIFESCIEN.,WATCHLIST_EXTERNAL,2.0,30,CORRECTION,BEAR
INE214A01019,CYBERTECH,CYBERTECH SYS.,WATCHLIST_CONFIRMED,2.0,45,CORRECTION,BEAR
INE136B01020,CYIENT,CYIENT,WATCHLIST_EXTERNAL,2.0,34,CORRECTION,BEAR
INE055S01018,CYIENTDLM,CYIENT DLM,WATCHLIST_EXTERNAL,1.0,34,CORRECTION,BEAR
INE495A01022,DALMIASUG,DALMIA BHARAT,WATCHLIST_EXTERNAL,2.0,36,CORRECTION,BEAR
INE284H01025,DAMCAPITAL,DAM CAPITAL ADVI,WATCHLIST_CONFIRMED,3.0,52,CORRECTION,BEAR
INE0YU901016,DANISH,DANISH POWER,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE365B01017,DATAMATICS,DATAMATICS GLOB.,WATCHLIST_EXTERNAL,2.0,34,CORRECTION,BEAR
INE0IX101010,DATAPATTNS,DATA PATTERN,WATCHLIST_EXTERNAL,4.0,40,CORRECTION,BEAR
INE950I01011,DBCORP,D B CORP,WATCHLIST_EXTERNAL,3.0,38,CORRECTION,BEAR
INE0OPA01019,DBEIL,DEEPAK BUILDERS,WATCHLIST_EXTERNAL,3.0,33,TOPPING,BEAR
INE503A01015,DCBBANK,DCB BANK,WATCHLIST_EXTERNAL,2.0,36,TOPPING,BEAR
INE04Q901010,DCCL,DAR CREDIT & CAP,WATCHLIST_EXTERNAL,2.0,38,LATE_CYCLE,BEAR
INE0A1101019,DCI,DC INFOTECH,WATCHLIST_EXTERNAL,3.0,37,BASING,BEAR
INE0OU201013,DCMSIL,DCM SHRIRAM INTL,WATCHLIST_EXTERNAL,3.0,34,CORRECTION,BEAR
INE0HR601026,DDEVPLSTIK,DDEV PLASTIKS,WATCHLIST_EXTERNAL,3.0,38,CORRECTION,BEAR
INE841L01016,DEEDEV,DEE DEVELOPMENT,WATCHLIST_CONFIRMED,6.0,42,CORRECTION,BEAR
INE0FHS01024,DEEPINDS,DEEP INDUSTRIES,WATCHLIST_EXTERNAL,2.0,37,BASING,BEAR
INE0SK801018,DELAPLEX,DELAPLEX,WATCHLIST_CONFIRMED,5.0,42,CORRECTION,BEAR
INE148O01028,DELHIVERY,DELHIVERY,WATCHLIST_EXTERNAL,4.0,30,CORRECTION,BEAR
INE124G01033,DELTACORP,DELTA CORP,WATCHLIST_EXTERNAL,2.0,37,CORRECTION,BEAR
INE0XRN01019,DELTIC,DELTA AUTO.,WATCHLIST_EXTERNAL,1.0,33,CORRECTION,BEAR
INE0JWV01011,DENEERS,DE NEERS TOOLS,WATCHLIST_EXTERNAL,1.0,39,CORRECTION,BEAR
INE0R4L01018,DENTA,DENTA WATER,WATCHLIST_EXTERNAL,3.0,40,CORRECTION,BEAR
INE0N5801013,DENTALKART,VASA DENTICITY,WATCHLIST_EXTERNAL,1.0,36,LATE_CYCLE,BEAR
INE0IGO01011,DESTINY,DESTINY LOGISTIC,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE060X01034,DEVIT,DEV INFORMATION,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE680A01011,DHANBANK,DHANLAXMI BANK,WATCHLIST_EXTERNAL,4.0,30,TOPPING,BEAR
INE435G01025,DHANUKA,DHANUKA AGRITECH,WATCHLIST_EXTERNAL,2.0,37,TOPPING,BEAR
INE2HJL01019,DHARARAIL,DHARA RAIL PRO.,WATCHLIST_EXTERNAL,4.0,34,CORRECTION,BEAR
INE0YRN01025,DHARIWAL,DHARIWALCORP,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE00OQ01016,DHARMAJ,DHARMAJ CROP,WATCHLIST_EXTERNAL,1.0,34,TOPPING,BEAR
INE506Z01015,DHRUV,DHRUV CONSULTANC,WATCHLIST_EXTERNAL,2.0,29,CORRECTION,BEAR
INE393P01035,DIAMONDYD,PRATAAP SNACKS,WATCHLIST_EXTERNAL,3.0,33,CORRECTION,BEAR
INE184O01015,DIFFNKG,DIFFUSION ENG,WATCHLIST_CONFIRMED,3.0,45,CORRECTION,BEAR
INE0QJ901011,DIGIKORE,DIGIKORE STUDIOS,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE0U4701011,DIGITIDE,DIGITIDE SOLUTIO,WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE935N01020,DIXON,DIXON TECHNOLOG.,WATCHLIST_EXTERNAL,1.0,38,CORRECTION,BEAR
INE0B1K01014,DJML,DJ MEDIAPRINT,WATCHLIST_EXTERNAL,2.0,40,CORRECTION,BEAR
INE271C01023,DLF,DLF,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE250K01012,DLINKINDIA,D-LINK INDIA,WATCHLIST_CONFIRMED,4.0,46,BASING,BEAR
INE192R01011,DMART,AVENUE SUPER.,WATCHLIST_EXTERNAL,4.0,40,CORRECTION,BEAR
INE505A01010,DMCC,DMCC SPECIALITY,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE021O01019,DODLA,DODLA DAIRY,WATCHLIST_EXTERNAL,4.0,39,CORRECTION,BEAR
INE966A01022,DOLATALGO,DOLAT ALGOTECH,WATCHLIST_CONFIRMED,2.0,42,CORRECTION,BEAR
INE321T01012,DOMS,DOMS INDUSTRIES,WATCHLIST_EXTERNAL,4.0,40,CORRECTION,BEAR
INE668D01028,DONEAR,DONEAR INDS.,WATCHLIST_EXTERNAL,3.0,33,CORRECTION,BEAR
INE266Y01019,DPABHUSHAN,D.P. ABHUSHAN,WATCHLIST_CONFIRMED,2.0,48,CORRECTION,BEAR
INE0SCO01019,DPEL,DIVINE POWER,WATCHLIST_CONFIRMED,4.0,42,CORRECTION,BEAR
INE03RS01027,DRCSYSTEMS,DRC SYSTEMS,WATCHLIST_CONFIRMED,5.0,52,CORRECTION,BEAR
INE0JS101016,DREAMFOLKS,DREAMFOLKS SERVI,WATCHLIST_CONFIRMED,2.0,45,CORRECTION,BEAR
INE0P7201019,DRONE,DRONE DESTINATIO,WATCHLIST_EXTERNAL,1.0,36,BASING,BEAR
INE089A01031,DRREDDY,DR REDDY'S LABS,WATCHLIST_CONFIRMED,2.0,50,CORRECTION,BEAR
INE0OFM01015,DSFCL,DCM SHRIRAM FINE CHEMICALS,WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE417B01040,DSSL,DYNACONS SYS.,WATCHLIST_CONFIRMED,1.0,47,CORRECTION,BEAR
INE0LZO01015,DUCOL,DUCOL ORGANICS,WATCHLIST_EXTERNAL,2.0,28,CORRECTION,BEAR
INE741L01018,DUCON,DUCON TECH,WATCHLIST_EXTERNAL,1.0,35,CORRECTION,BEAR
INE0HPK01020,DUGLOBAL,DU DIGITAL,WATCHLIST_EXTERNAL,5.0,40,CORRECTION,BEAR
INE0OUW01013,DURLAX,DURLAX TOP,WATCHLIST_CONFIRMED,2.0,43,CORRECTION,BEAR
INE600Y01019,DYCL,DYNAMIC CABLES,WATCHLIST_CONFIRMED,2.0,47,CORRECTION,BEAR
INE256H01015,DYNPRO,DYNEMIC PRODUCTS,WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE1CEJ01017,E2ERAIL,E TO E TRANSPORTATION,WATCHLIST_EXTERNAL,2.0,28,TOPPING,BEAR
INE07O001026,EASEMYTRIP,EASY TRIP PLANN.,WATCHLIST_EXTERNAL,3.0,38,CORRECTION,BEAR
INE18JU01028,EBGNG,GNG ELECTRONICS,WATCHLIST_EXTERNAL,3.0,41,BASING,BEAR
INE738I01010,ECLERX,ECLERX SERVICES,WATCHLIST_EXTERNAL,4.0,35,CORRECTION,BEAR
INE0VBS01016,ECOLINE,ECOLINE EXIM,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE06HJ01020,ECOSMOBLTY,ECOS (INDIA),WATCHLIST_CONFIRMED,2.0,47,CORRECTION,BEAR
INE532F01054,EDELWEISS,EDELWEISS.FIN.,WATCHLIST_CONFIRMED,2.0,50,LATE_CYCLE,BEAR
INE11HF01010,EEPL,EPPELTONE ENE.,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE0KFF01017,EFACTOR,E FACTOR EXPERIE,WATCHLIST_EXTERNAL,1.0,40,BASING,BEAR
INE886D01026,EFCIL,EFC (I),WATCHLIST_EXTERNAL,4.0,31,CORRECTION,BEAR
INE0U9101019,EFFWA,EFFWA INFRA,WATCHLIST_EXTERNAL,1.0,33,CORRECTION,BEAR
INE066A01021,EICHERMOT,EICHER MOTORS,WATCHLIST_CONFIRMED,2.0,43,CORRECTION,BEAR
INE0LLY01014,EIEL,ENVIRO INFRA,WATCHLIST_EXTERNAL,2.0,40,CORRECTION,BEAR
INE546V01010,EIFFL,EURO INDIA FRESH,WATCHLIST_EXTERNAL,2.0,30,CORRECTION,BEAR
INE276C01014,EIHAHOTELS,EIH ASSOC.HOTELS,WATCHLIST_CONFIRMED,4.0,50,CORRECTION,BEAR
INE230A01023,EIHOTEL,EIH,WATCHLIST_EXTERNAL,4.0,37,CORRECTION,BEAR
INE158B01016,EIMCOELECO,EIMCO ELECON(I),WATCHLIST_CONFIRMED,4.0,51,CORRECTION,BEAR
INE205B01031,ELECON,ELECON ENGG.CO,WATCHLIST_CONFIRMED,1.0,42,CORRECTION,BEAR
INE086A01029,ELECTCAST,ELECTROST.CAST.,WATCHLIST_EXTERNAL,2.0,32,CORRECTION,BEAR
INE822G01016,ELECTHERM,ELECTROTHERM(I),WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE0R9101015,ELGNZ,ELEGANZ INTERIOR,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE236E01022,ELLEN,ELLEN.INDL.GAS,WATCHLIST_EXTERNAL,2.0,32,CORRECTION,BEAR
INE168P01015,EMCURE,EMCURE PHARMA,WATCHLIST_EXTERNAL,3.0,31,CORRECTION,BEAR
INE02YR01019,EMIL,ELECTRONICS MART,WATCHLIST_EXTERNAL,2.0,38,CORRECTION,BEAR
INE296H01011,EMKAY,EMK.GLOBAL FIN.,WATCHLIST_EXTERNAL,2.0,34,CORRECTION,BEAR
INE1C6T01020,EMMVEE,EMMVEE PHOTOVOL.,WATCHLIST_EXTERNAL,2.0,32,CORRECTION,BEAR
INE0OV601013,EMSLIMITED,EMS,WATCHLIST_EXTERNAL,2.0,41,CORRECTION,BEAR
INE01QM01018,EMUDHRA,EMUDHRA,WATCHLIST_CONFIRMED,4.0,43,CORRECTION,BEAR
INE433T01015,ENCOMPAS,ENCOMPASS DESIGN,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE913H01037,ENDURANCE,ENDURANCE TECH.,WATCHLIST_EXTERNAL,3.0,38,CORRECTION,BEAR
INE0S3X01014,ENFUSE,ENFUSE SOLUTIONS,WATCHLIST_EXTERNAL,1.0,36,CORRECTION,BEAR
INE510A01028,ENGINERSIN,ENGINEERS INDIA,WATCHLIST_EXTERNAL,3.0,31,TOPPING,BEAR
INE010601016,ENTERO,ENTERO HEALTHCAR,WATCHLIST_EXTERNAL,2.0,34,CORRECTION,BEAR
INE0SUH01015,ENVIRO,ENVIROTECH SYS.,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE0G5901015,EPACK,EPACK DURABLE,WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE0MLS01022,EPACKPEB,EPACK PREFABTECH,WATCHLIST_CONFIRMED,1.0,45,CORRECTION,BEAR
INE071N01016,EPIGRAL,EPIGRAL,WATCHLIST_CONFIRMED,1.0,42,CORRECTION,BEAR
INE255A01020,EPL,EPL LTD,WATCHLIST_EXTERNAL,1.0,32,CORRECTION,BEAR
INE1KEC01023,EPWINDIA,EPW INDIA,WATCHLIST_EXTERNAL,1.0,29,BASING,BEAR
INE063P01018,EQUITASBNK,EQUITAS SMA. FIN,WATCHLIST_EXTERNAL,3.0,28,TOPPING,BEAR
INE284A01012,ESABINDIA,ESAB INDIA,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE818W01011,ESAFSFB,ESAF SMALL FIN,WATCHLIST_EXTERNAL,2.0,37,TOPPING,BEAR
INE0RQZ01017,ESCONET,ESCONET,WATCHLIST_EXTERNAL,1.0,32,BASING,BEAR
INE042A01014,ESCORTS,ESCORTS KUBOTA,WATCHLIST_EXTERNAL,4.0,41,CORRECTION,BEAR
INE0ITO01014,ESFL,ESSEN SPECIALITY,WATCHLIST_EXTERNAL,1.0,38,CORRECTION,BEAR
INE0SBP01018,ESPRIT,ESPRIT STONES,WATCHLIST_EXTERNAL,2.0,32,CORRECTION,BEAR
INE418N01035,ESSENTIA,INTEGRA ESSENTIA,WATCHLIST_EXTERNAL,3.0,36,CORRECTION,BEAR
INE758T01015,ETERNAL,ETERNAL,WATCHLIST_EXTERNAL,4.0,34,CORRECTION,BEAR
INE04TZ01018,ETHOSLTD,ETHOS,WATCHLIST_EXTERNAL,3.0,41,CORRECTION,BEAR
INE0RHD01013,ETML,EMERALD TYRE,WATCHLIST_EXTERNAL,2.0,30,CORRECTION,BEAR
INE0KCE01017,EUREKAFORB,EUREKA FORBES,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE505V01016,EUROBOND,EURO PANEL,WATCHLIST_CONFIRMED,1.0,45,CORRECTION,BEAR
INE198501012,EUROPRATIK,EURO PRATIK SALE,WATCHLIST_EXTERNAL,2.0,36,CORRECTION,BEAR
INE688J01023,EXCEL,EXCEL REALTY,WATCHLIST_EXTERNAL,2.0,35,CORRECTION,BEAR
INE0Y4801011,EXCELLENT,EXCELLENT WIRES,WATCHLIST_EXTERNAL,4.0,33,CORRECTION,BEAR
INE606N01019,EXCELSOFT,EXCELSOFT TECH.,WATCHLIST_EXTERNAL,1.0,31,CORRECTION,BEAR
INE19I001020,EXIMROUTES,EXIM ROUTES,WATCHLIST_EXTERNAL,2.0,30,CORRECTION,BEAR
INE201K01015,EXPLEOSOL,EXPLEO SOLUTIONS,WATCHLIST_EXTERNAL,2.0,39,CORRECTION,BEAR
INE0HF201011,FABTECH,FABTECH TECH.,WATCHLIST_EXTERNAL,1.0,36,LATE_CYCLE,BEAR
INE045J01034,FCL,FINEOTEX CHEM,WATCHLIST_CONFIRMED,4.0,43,CORRECTION,BEAR
INE258B01022,FDC,FDC,WATCHLIST_EXTERNAL,2.0,32,CORRECTION,BEAR
INE171A01029,FEDERALBNK,FEDERAL BANK,WATCHLIST_EXTERNAL,4.0,39,TOPPING,BEAR
INE007N01010,FEDFINA,FEDBANK FINANCI.,WATCHLIST_CONFIRMED,2.0,44,LATE_CYCLE,BEAR
INE901X01013,FELIX,FELIX INDUSTRIES,WATCHLIST_EXTERNAL,1.0,33,CORRECTION,BEAR
INE737H01014,FIEMIND,FIEM INDUSTRIES,WATCHLIST_EXTERNAL,2.0,40,CORRECTION,BEAR
INE235A01022,FINCABLES,FINOLEX CABLES,WATCHLIST_EXTERNAL,4.0,37,CORRECTION,BEAR
INE686Y01026,FINEORG,FINE ORGANIC,WATCHLIST_EXTERNAL,2.0,28,CORRECTION,BEAR
INE02NC01014,FINOPB,FINO PAYMENTS,WATCHLIST_EXTERNAL,2.0,40,TOPPING,BEAR
INE771F01041,FISCHER,FISCHER MEDICAL,WATCHLIST_EXTERNAL,2.0,30,LATE_CYCLE,BEAR
INE128S01021,FIVESTAR,FIVE-STAR BUS.FI,WATCHLIST_CONFIRMED,2.0,46,LATE_CYCLE,BEAR
INE00Y201027,FLAIR,FLAIR WRITING,WATCHLIST_CONFIRMED,2.0,44,CORRECTION,BEAR
INE0VCK01011,FLYSBS,FLYSBS AVIATION,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE529A01010,FMGOETZE,FEDERAL-MOGUL GO,WATCHLIST_EXTERNAL,3.0,37,CORRECTION,BEAR
INE0I7D01019,FOCE,FOCE INDIA,WATCHLIST_EXTERNAL,3.0,33,CORRECTION,BEAR
INE593W01028,FOCUS,FOCUS LIGHTING,WATCHLIST_CONFIRMED,3.0,44,CORRECTION,BEAR
INE0Q4701019,FONEBOX,FONEBOX RETAIL,WATCHLIST_CONFIRMED,3.0,43,CORRECTION,BEAR
INE976E01023,FOODSIN,FOODS & INNS,WATCHLIST_EXTERNAL,2.0,33,CORRECTION,BEAR
INE0U2501017,FORCAS,FORCAS STUDIO,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE451A01017,FORCEMOT,FORCE MOTORS,WATCHLIST_CONFIRMED,3.0,43,CORRECTION,BEAR
INE0YKW01013,FORGEAUTO,FORGE AUTO,WATCHLIST_EXTERNAL,3.0,32,CORRECTION,BEAR
INE061F01013,FORTIS,FORTIS HEALTH.,WATCHLIST_EXTERNAL,1.0,30,LATE_CYCLE,BEAR
INE519A01011,FOSECOIND,FOSECO INDIA,WATCHLIST_EXTERNAL,3.0,38,CORRECTION,BEAR
INE0SFW01015,FRESHARA,FRESHARA AGRO,WATCHLIST_EXTERNAL,1.0,28,CORRECTION,BEAR
INE385O01018,FROG,FROG INNOVATIONS,WATCHLIST_CONFIRMED,1.0,43,CORRECTION,BEAR
INE684F01012,FSL,FIRSTSOUR.SOLU.,WATCHLIST_EXTERNAL,3.0,31,CORRECTION,BEAR
INE139R01012,FUSION,FUSION FINANCE,WATCHLIST_CONFIRMED,3.0,46,LATE_CYCLE,BEAR
INE0SQZ01015,FWSTC,FLYWINGS SIMULA.,WATCHLIST_EXTERNAL,2.0,31,BASING,BEAR
INE524A01029,GABRIEL,GABRIEL INDIA,WATCHLIST_EXTERNAL,2.0,40,CORRECTION,BEAR
INE129A01019,GAIL,GAIL (INDIA),WATCHLIST_EXTERNAL,1.0,32,CORRECTION,BEAR
INE0RE001014,GALAPREC,GALA PRECIS. ENG,WATCHLIST_EXTERNAL,2.0,41,CORRECTION,BEAR
INE600K01018,GALAXYSURF,GALAXY SURFACT.,WATCHLIST_EXTERNAL,2.0,31,CORRECTION,BEAR
INE297H01019,GALLANTT,GALLANTT ISPAT L,WATCHLIST_EXTERNAL,4.0,34,CORRECTION,BEAR
INE524B01027,GANDHITUBE,GANDHI SPL. TUBE,WATCHLIST_EXTERNAL,3.0,39,CORRECTION,BEAR
INE845D01014,GANECOS,GANESHA ECOSPHE.,WATCHLIST_EXTERNAL,3.0,39,CORRECTION,BEAR
INE388A01029,GANESHBE,GANESH BENZOPL.,WATCHLIST_EXTERNAL,2.0,35,BASING,BEAR
INE652V01016,GANESHCP,GANESH CONSUMER,WATCHLIST_EXTERNAL,2.0,41,CORRECTION,BEAR
